"","time","Y","Ca","Cap","Cf","S_0","IC_0","IA_0","IU_0","R_0","Tr_0","Sm_0","Rm_0","S_1","IC_1","IA_1","IU_1","R_1","Tr_1","Sm_1","Rm_1","S_2","IC_2","IA_2","IU_2","R_2","Tr_2","Sm_2","Rm_2","S_3","IC_3","IA_3","IU_3","R_3","Tr_3","Sm_3","Rm_3"
"11",0.833333333333333,0.833333333333333,267287670.774071,56055617.0915175,3.23928865634724,4659.06389080093,46.9731239723803,356.761186552602,1273.49659121106,3660.30622113108,0.644473782353507,0.0468726371107403,2.70763991247967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",0.916666666666667,0.916666666666667,267287670.774071,56055621.066836,3.36984259744984,4742.72868442376,25.2185774860373,237.580270792119,1231.31016402957,3761.68831082503,0.267300540366644,0.0222527330225737,1.18443917008533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",1,1,267287670.774071,56055622.8649468,3.42753117483881,4867.58048744168,14.1211683008721,143.959494210935,1110.68686740407,3862.94666449257,0.142152526334911,0.00990728695194905,0.553258336582981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",1.08333333333333,1.08333333333333,267287670.774071,56055624.2646625,3.46933397389101,5003.48839426286,12.6757471999403,96.1470376410109,957.165714798487,3929.91743572804,0.148219742566435,0.00638281869774622,0.451067808399364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15",1.16666666666667,1.16666666666667,267287670.774071,56055626.2270489,3.52561982947034,5129.03467217383,17.4714427587802,89.7350310265259,814.793872615485,3948.07869803256,0.23411241205338,0.00777240888856605,0.644398571867972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",1.25,1.25,267287670.774071,56055629.5423108,3.62000610312221,5228.86979096441,26.5554353420079,113.858724913341,711.563753749456,3917.64598361623,0.402664916016858,0.0127047156872385,1.09094178284368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",1.33333333333333,1.33333333333333,267287670.774071,56055635.2656437,3.78294635370323,5288.52718755954,39.7868169887644,162.335410683832,661.452430533804,3845.3004611537,0.693793566454197,0.0218628054019166,1.88203670850012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",1.41666666666667,1.41666666666667,267287670.774071,56055644.9474684,4.0595412308399,5293.02884386508,57.2160257400643,233.627432305509,671.433322802941,3740.33074578247,1.15432808204242,0.0371883535506659,3.17211306833844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",1.5,1.5,267287670.774071,56055660.1333939,4.49778284622787,5233.57261097965,76.3330210460606,322.589105783462,743.711449234284,3617.08068879808,1.72989306011719,0.0593839523035414,4.9238453366786,4.73472188847414e-07,6.90571531578630e-09,2.91840739245362e-08,6.72822780380945e-08,3.27230983164883e-07,1.03685067877199e-07,4.73482933003218e-07,3.28121886374224e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",1.58333333333333,1.58333333333333,267287670.774071,56056152.7167313,18.5738089279071,1043.80426725547,11.9533451216975,67.7096841973252,171.203291869797,709.071517796868,0.279663465093811,0.012964288948859,0.914006835669819,3731.42344652382,34.5324464222814,166.488379096749,354.53575270518,2817.53807262395,24.4777395727309,452.13440282002,413.921019400593,8.87328430755216e-10,8.21177813909838e-12,3.95907551782401e-11,8.43082157608793e-11,6.70007484389864e-10,1.43752308589606e-10,1.10236256716862e-09,8.6686741908453e-10,0,0,0,0,0,0,0,0
"21",1.66666666666667,1.66666666666667,267287670.774071,56056435.675424,27.5588259292957,1064.4752765192,7.09184984096359,52.4672061919483,183.252304998987,710.058103222347,0.209256353899452,0.0103773627696339,0.698353531274043,210.032184049109,1.29060568398531,7.93921836882842,20.8390313985795,156.681985892176,0.0391807897178059,1.12223974011622,1.142430007988,3712.90881894725,16.798154451368,89.811528858621,204.574483243572,2937.62811703801,6.84570094074445,323.59971791971,290.483873682549,2.36576100533214e-07,1.07033112240303e-09,5.72253784741871e-09,1.30349103000227e-08,1.87177396113381e-07,2.07001567220789e-08,2.77813825878424e-07,2.24195025020018e-07
"22",1.75,1.75,267287670.774071,56056593.5131621,32.3339078764224,1095.89858252065,3.68195549026865,34.4460994622292,178.522303205121,718.371385578739,0.136311087347787,0.00763859663236919,0.490267943670874,214.781945441803,0.685917346688596,5.75533034862461,22.0852172919005,154.893781223762,0.0254087322500034,0.0568085542895585,0.137875768213802,205.364231144521,0.535735339251745,3.80709720080046,11.6271739469039,155.593613976302,0.0203650161897164,0.801224427993355,0.751848892816992,3621.92748715469,5.38506053633833,38.5941519192382,112.17022153771,2836.57721065519,3.58102835974138,311.180097963902,262.106623336235
"23",1.83333333333333,1.83333333333333,267287670.774071,56056599.144205,32.5444746786324,1133.56854501817,1.95214417859217,20.653306422099,161.329938953291,726.859418838248,0.0989281934939248,0.00547101005888005,0.35647255813175,219.544259488739,0.361188778551259,3.60641567839862,21.098552208519,153.058266232641,0.018249353901733,0.00374678530521464,0.0681220972850202,211.110767299221,0.290210622028082,2.59138292473367,11.7949265949226,151.944520876686,0.01471390916007,0.0402815489799286,0.0841741429403002,4025.34333561317,3.37090054237922,27.7116408535747,116.106025397755,2978.69502882466,0.174761319161398,15.3606752942522,12.7836284409632
"24",1.91666666666667,1.91666666666667,267287670.774071,56056602.9297965,32.6195346535126,1174.94107227572,0.937566496315949,11.5840537703364,138.514990938481,731.793944664382,0.06240936450991,0.0037368637737409,0.234034370398958,224.825760014981,0.17170522396861,2.06377245725388,18.7547776277763,151.225214698331,0.0113892955822043,0.000821730164209004,0.042980376905542,216.483142520243,0.138510367797289,1.54517924589506,10.9209147850201,148.106261914618,0.0091932285260401,0.00249614281711447,0.0360192799133699,4148.89688319916,1.64862216759589,17.2075755647647,109.554688283942,2888.44197302359,0.109784315505419,0.762112449386909,0.968413342354621
"25",2,2,267287670.774071,56056605.4138683,32.6681584830901,1218.14353841542,0.474509849227004,6.20870280578871,114.752183647363,731.512126117301,0.0457673581842936,0.00244549332892614,0.158057712398638,230.345701477617,0.0859615551246745,1.11606552031072,15.8703493751314,148.979699155151,0.00826315111873982,0.000451695402997732,0.0286533425986933,221.921367576865,0.0694073262811988,0.854653825301146,9.48197474363793,144.255776871266,0.00667304953478073,0.000454635094367556,0.0231969169111797,4257.46041559349,0.829155375721748,9.73670896861976,96.4393876080686,2790.76539307558,0.0797590331188571,0.0413910137014447,0.301807715364696
"26",2.08333333333333,2.08333333333333,267287670.774071,56056607.8743161,32.7138101468824,1261.54054061892,0.376941371139456,3.65288329526806,92.986252090666,725.719710485899,0.0571349817780584,0.00215902467040408,0.165208006575461,235.825483547969,0.067520234522618,0.659418333855781,13.0363116225196,146.146028664852,0.0102075430832939,0.000388739875630106,0.0296116422598438,227.245413678014,0.0545364607600439,0.513420291381798,7.92196531764861,140.218519188871,0.00824514568248581,0.000318364236753073,0.023920107226202,4361.82129023434,0.652035056896864,5.94617684646099,81.3689521322753,2693.55813589867,0.0985903977670668,0.00556804932395736,0.287112626617929
"27",2.16666666666667,2.16666666666667,267287670.774071,56056611.6641164,32.7823394934291,1304.08920347407,0.437855174916328,2.89382282292646,74.7494507010349,715.153642224455,0.0952800422107356,0.00307088767735205,0.260015520749801,241.093365569216,0.0776024754455388,0.522458825353409,10.59418815184,142.764771568187,0.0168494155766533,0.000546275785354202,0.0461124791895793,232.328741209755,0.0626887664515256,0.412186520211663,6.52916429731874,135.976132230196,0.0136115638047787,0.000441489888146754,0.0372504918610061,4461.2230244952,0.749794750872455,4.83531881410684,67.6485798479093,2596.77106877981,0.162814778524129,0.00536603457164371,0.445580320907553
"28",2.25,2.25,267287670.774071,56056617.9010514,32.8956277111938,1345.27213834199,0.517264226522492,3.0206551177716,60.4023445272065,701.041969059896,0.154318112802812,0.00506045839055208,0.428151089115114,246.071055465082,0.0907674887199132,0.543251717858071,8.6620494099648,138.987705754344,0.0270205470116913,0.000891018543522338,0.0751753351318854,237.117042352274,0.0733283576274006,0.431410840013064,5.42268447820942,131.607390303009,0.0218293266875367,0.000719824480731563,0.0607317703620344,4555.16248574477,0.8773635068409,5.0928858082371,56.7458820096854,2501.08997328771,0.261206086709737,0.00861574016843293,0.726632892888604
"29",2.33333333333333,2.33333333333333,267287670.774071,56056627.2728273,33.067843357903,1384.96032435115,0.538959565997419,3.38466532329647,49.5470541310598,684.675715491112,0.223685903776827,0.00780758455818977,0.641334335272434,250.747009025679,0.0936736207733976,0.605619294030939,7.2094364030239,134.993616340833,0.0387911340891356,0.00136149891956285,0.111527112058489,241.608393849072,0.0756786632451586,0.481782353629183,4.60205902128093,127.220643261589,0.0313394383613685,0.00109994068211981,0.0901023391570653,4643.72383066902,0.905834147527732,5.6973197120913,48.7493248929991,2407.56524133702,0.375151972567365,0.0131641175801982,1.0784531685695
"30",2.41666666666667,2.41666666666667,267287670.774071,56056639.747327,33.3001177303316,1423.34282028092,0.470678281240421,3.57304339530913,41.4127857101086,667.149690884145,0.285398932457728,0.0107370677467393,0.850160047156531,255.16245353815,0.0810530620093799,0.636360158363558,6.13011775082474,130.937908307461,0.0490316660610945,0.00185495952677942,0.14646657177787,245.842292035254,0.0654833036557708,0.506124286859142,4.00273564304198,122.912021417298,0.0396130105990312,0.00149863108951722,0.118331351309938,4727.47734618069,0.784114102040937,5.98403128905059,42.9852701282782,2317.13134745686,0.474384709164637,0.0179424989822132,1.41690334259321
"31",2.5,2.5,267287670.774071,56056654.2668961,33.5744516605818,1460.86528014966,0.321933107186736,3.36699679456068,35.1235069295473,649.198041029629,0.316186666596318,0.0129677238551447,0.98432865059159,259.399560720525,0.054947609374974,0.59754342597536,5.29292777171173,126.921474889582,0.0538275766271695,0.0022201483685908,0.168047529824879,249.890324142961,0.0443913889308602,0.474717437966948,3.53651490768312,118.739146962813,0.043485719891553,0.0017936512229694,0.135763749448246,4807.37135049672,0.531744656777357,5.60640153679369,38.4867497957918,2230.28915536763,0.52094636969873,0.02148278971406,1.62624030235628
"32",2.58333333333333,2.58333333333333,267287670.774071,56056667.9942929,33.8414931085108,1498.03699877561,0.238463673824409,2.85168573015433,29.9227608533222,631.014127825558,0.269947081240048,0.0130109262314879,0.914367655053807,263.515053888781,0.0423104859087168,0.518262117463269,4.5901860876943,122.958603116367,0.0479405705153679,0.00229510771113604,0.162292204556228,253.829266467226,0.0325781717972086,0.400269663649892,3.12542084504539,114.694094868846,0.036793043611561,0.0017839909448803,0.125004928659403,4884.4107144372,0.390346077120871,4.72030467088495,34.3960836147408,2146.7790214961,0.440872324055948,0.0213734196150931,1.49776588053342
"33",2.66666666666667,2.66666666666667,267287670.774071,56056678.6551657,34.0543576346068,1535.1744845533,0.181005070112112,2.26365255325171,25.4195614381553,612.352678417877,0.199414411121174,0.0106786316068404,0.710240185635899,267.604353787909,0.0319306048185127,0.414935921797165,3.96621194751958,119.004607239922,0.0351044248383227,0.00188898553350444,0.125393010163915,257.607692476249,0.0302411977175747,0.354891464850664,2.75729875121884,110.721548094472,0.0336634190378309,0.00171092002944481,0.118273690061371,4959.24285226173,0.293695113413828,3.72418693125226,30.3889078840869,2065.73531451083,0.322814537723085,0.0173946033476079,1.15337296042785
"34",2.75,2.75,267287670.774071,56056686.0738805,34.2763208254343,1572.32206211654,0.125278066082438,1.66436234584563,21.4118199098222,593.179449130627,0.134113959225152,0.00773414687118463,0.49551586116711,271.675573566711,0.0219159791252684,0.305232077823077,3.3886289566597,115.030123156672,0.0234070969042659,0.00135822209051747,0.0867558332998938,261.365339986605,0.0209922855879716,0.274179823302884,2.4146318579713,106.824501583628,0.02243758818406,0.00129365281674454,0.0830835618338298,5028.72318270203,0.388849224133945,3.9521611537948,27.0532814261791,1987.02990301467,0.430154331789206,0.0211534073366696,1.5215239746855
"35",2.83333333333333,2.83333333333333,267287670.774071,56056690.5512013,34.4187605388675,1609.39790437638,0.0739320766986094,1.10696900583823,17.8007018434307,573.590877719412,0.0750280259825817,0.0049285797670578,0.296917901920416,275.714434503768,0.0128274433833041,0.202413318721172,2.84761009134091,111.039961786226,0.0129853450682653,0.000858552973843201,0.0515576287142862,265.090482500886,0.0122918974460723,0.185793265778681,2.07317133245121,102.964220993429,0.0124426469828171,0.000822328425690324,0.0494062745634194,5097.51407111318,0.234944765744479,3.05371852942845,24.1100945329119,1911.27100451199,0.238458966896176,0.0154506216139838,0.943717518663503
"36",2.91666666666667,2.91666666666667,267287670.774071,56056692.8440194,34.4927248861716,1646.1918396615,0.0377140716456977,0.657947491593239,14.5567678925442,553.695830848293,0.0369998472237839,0.00268140612934264,0.152742152236637,279.684814304029,0.00649075624115423,0.119811273083703,2.34602366670384,107.043122095244,0.00635129357553455,0.000463400386590052,0.0263086694501185,268.75002571053,0.0062178189567467,0.111099638915345,1.73538798409214,99.137369050861,0.00608352184560884,0.000443966964300718,0.0252033053771874,5165.01153914049,0.119101723308157,1.93104163048577,20.8712204232444,1837.12156434197,0.116546171944323,0.00848660731536226,0.482760133838093
"37",3,3,267287670.774071,56056694.0269973,34.5303083347258,1682.40128536707,0.0205442954680167,0.369268618040575,11.7180747447989,533.682799381553,0.0215545113813624,0.0013822537451315,0.0812539595084217,283.535524647058,0.00350670203422959,0.0669524348699097,1.89761123009123,103.063820685931,0.0036702269539475,0.00023694840404464,0.0138805759888059,272.296130401889,0.00335797618339077,0.0624333612648449,1.41896079533319,95.3581418726078,0.00351417178920663,0.000226942194466606,0.0132923780728518,5230.32610646818,0.0643133664330363,1.1175001483665,17.4850102680136,1764.64341051158,0.0672991457205094,0.00434611442142154,0.254589495060105
"38",3.08333333333333,3.08333333333333,267287670.774071,56056694.9572002,34.55821818139,1717.78623382882,0.0179056645194798,0.232629170223742,9.3346452508555,513.777111273238,0.0216467492076368,0.000951024664668069,0.0670918592380205,287.226883981341,0.00303051267193407,0.0419805574612037,1.51651509473774,99.1345081953914,0.00365684434860421,0.000161584810516291,0.0113640767793284,275.691753916827,0.00290085181423453,0.0393019840104071,1.14266183550203,91.6501586103638,0.00350008581994427,0.000154698871571932,0.0108782516500808,5292.77305662683,0.0555385486860128,0.718844170225122,14.3308462324934,1694.12584269741,0.0670057450345151,0.00296224285093647,0.208277833320524
"39",3.16666666666667,3.16666666666667,267287670.774071,56056696.115856,34.5919692156424,1752.21836493222,0.0231706804616671,0.202628334713261,7.41931049261242,494.179688150847,0.0294046793505148,0.00107058049583834,0.0850765381951598,290.738619428379,0.00389027082297641,0.0363415553822813,1.20863327587353,95.2851875945975,0.00492912555844828,0.000180322473132473,0.0142942767498818,278.91825871734,0.00372247280074089,0.0341206018951887,0.916915449244069,88.0360021368052,0.00471618314155401,0.000172569606399633,0.0136781656493758,5352.01593737512,0.0712437756788275,0.634436667676193,11.6873935596973,1625.85726055909,0.090255934574752,0.0033032433962709,0.261792349562788
"40",3.25,3.25,267287670.774071,56056697.6864132,34.6377957346002,1785.66055820319,0.0312753343949361,0.230239660633765,5.93849430829871,475.040991406612,0.0393945342491081,0.00144054225533315,0.115303736627728,294.065956466365,0.00521114977558579,0.0409984562315774,0.970421882469918,91.5385186866839,0.00655384221697386,0.000240739925090569,0.0192254400343461,281.971673141243,0.00498469667460943,0.0385523357252028,0.7423949704025,84.5323897623096,0.00626861621013856,0.000230308646074639,0.0183905482041537,5407.99475288466,0.0953696002472943,0.722636814599509,9.65381810696634,1560.03751343127,0.119926130070325,0.00440694416507767,0.351867318660569
"41",3.33333333333333,3.33333333333333,267287670.774071,56056699.6699619,34.6961637913209,1818.13367198007,0.0390786443493149,0.27844469719523,4.8276869447155,456.460812147453,0.0483277596366532,0.00185929807081542,0.145319191881351,297.213755129024,0.00646315577927528,0.0492315934786245,0.792089185577571,87.9093731312093,0.00798031121467804,0.000308413522620028,0.0240505778066383,284.857086373384,0.00618031548823618,0.0463301147584643,0.613074594989261,81.1496071143534,0.00763056551778129,0.0002949540663166,0.0229987491488313,5460.81892564585,0.118207259830981,0.870957542413243,8.19191805380945,1496.76686251499,0.145935632939437,0.00564212014610206,0.439896287332456
"42",3.41666666666667,3.41666666666667,267287670.774071,56056701.9520491,34.7639399844261,1849.69653371232,0.0444623993195621,0.322436318174926,4.00979413551695,438.49511051878,0.0538651369472513,0.00219769132515424,0.166859059726764,300.193002289728,0.007300089534211,0.0566182540692308,0.661167376933537,84.4057544999477,0.00882969053585695,0.000361899829697749,0.0274144623956296,287.585310233865,0.00697849001851136,0.0533084341079937,0.519720359264317,77.8922286677343,0.00844014420682738,0.000345999358231104,0.0262074756374292,5510.70393135539,0.133432921287166,1.0032889508522,7.18912862818252,1436.0568676646,0.161369936242982,0.00661652857300657,0.501116675597418
"43",3.5,3.5,267287670.774071,56056704.3291164,34.8352576395355,1880.43743849371,0.045724505197628,0.345173520919683,3.40678565805527,421.161020936426,0.0540820387519465,0.00235833643047473,0.173324871564419,303.019283112242,0.00745360458608059,0.0601981646467148,0.564773300198902,81.0295479817232,0.008801426389125,0.000385586209662844,0.0282728983615522,290.171438709421,0.00712316831310596,0.0567034805538748,0.452152674910252,74.7596762801393,0.00841068143063833,0.000368536715648655,0.0270202192314948,5557.94431643397,0.136159702163734,1.06785893315342,6.50234026140688,1377.83749442994,0.160759947645713,0.00704544578100204,0.516506659822635
"44",3.58333333333333,3.58333333333333,267287670.774071,56056706.5396147,34.9023786285399,1910.46389163799,0.0418481160933454,0.335748266275531,2.94571522924311,404.441170763909,0.0480428784191833,0.00227052161978834,0.160497070836152,305.711018632956,0.00677371537672266,0.0581537484028474,0.490794543514725,77.7771837813446,0.00776311182739357,0.000368631845767614,0.0259960837839165,292.633181254137,0.00647163055124964,0.0548007340952846,0.400479766803765,71.746723510738,0.00741641189694666,0.000352233732274463,0.0248373857447032,5602.88231167667,0.12367129602807,1.03253447523255,5.98328294597102,1321.963602931,0.141716430265737,0.00673189806499071,0.474648685637997
"45",3.66666666666667,3.66666666666667,267287670.774071,56056708.3365413,34.9577346010345,1939.87928639538,0.033361549010542,0.292192231400073,2.56412977694832,388.293610988653,0.0368903540055765,0.00192512219564444,0.129726519524777,308.285672858956,0.00536268877436847,0.0502611149371451,0.428907869227684,74.6411544336726,0.00591925071744339,0.000310411223208495,0.0208666798010082,294.98725184057,0.00512218830127228,0.0473835059960476,0.35615104312894,68.8448557674229,0.00565341061724884,0.000296524686819903,0.0199313636594099,5645.83918072165,0.097858041872119,0.893196173992875,5.50045805132326,1268.23862499081,0.107999620700498,0.00566568627099413,0.380792824569583
"46",3.75,3.75,267287670.774071,56056709.5852833,34.9968549709615,1968.75143077413,0.022678782333366,0.224424696176857,2.2173229126922,372.670949449448,0.0239599949171633,0.00140816903957991,0.0895844682516096,310.754788095739,0.00362069679409558,0.0383394392655084,0.371855559754629,71.6129645114617,0.0038179173411158,0.000225531733040512,0.0143117206526991,297.24464031595,0.00345746148599226,0.0361602634297232,0.313235191807373,66.0450192373689,0.00364553990423775,0.000215388673692932,0.0136668145761849,5687.02522170334,0.0660374027869576,0.681948712383463,4.9650142088853,1216.46527384761,0.0696248768266121,0.00411439323531081,0.261041922014321
"47",3.83333333333333,3.83333333333333,267287670.774071,56056710.3162325,35.0201680698025,1997.09521163842,0.0130034217420141,0.151094777917365,1.88407819393336,357.541598338135,0.0130684083049636,0.00087517381622197,0.0521989366940953,313.121403278617,0.00206211088092507,0.0256398081702321,0.316395808031039,68.6864632937745,0.00206815627515649,0.000139245053838163,0.00828327079736939,299.408167156226,0.00196868011622094,0.0241929490255441,0.269377981726131,63.3407227703041,0.00197431145316524,0.000132951375348956,0.00790814885177172,5726.49351524809,0.0375928274249289,0.456462219467707,4.35030516915894,1166.50284591685,0.0376976627114061,0.00253905998776473,0.151013086687937
"48",3.91666666666667,3.91666666666667,267287670.774071,56056710.6839917,35.0320496015696,2024.88509332065,0.00650926027182288,0.0901327411866393,1.56507790146029,342.899278408495,0.00634690650811184,0.000466192833029336,0.0263625477583242,315.38221977521,0.00102538271009184,0.0151992946523803,0.262956929803338,65.8594197596381,0.00099763751222721,7.36913970012743e-05,0.00415556215657934,301.474576104585,0.000978704594241181,0.0143470997252022,0.225526570128074,60.7294407149653,0.000952153817767095,7.03449076616027e-05,0.00396647704046341,5764.18041733611,0.0186845696772205,0.270802686407705,3.68791714802531,1118.29175911735,0.0181763633314924,0.0013431200283546,0.0757261770870316
"49",4,4,267287670.774071,56056710.8716606,35.0380177938734,2052.08566522302,0.0035011340042964,0.050559355419166,1.27312393269836,328.75561314863,0.00365930101522354,0.000236843608890404,0.0138508351206757,317.532505788554,0.000547739136416961,0.00847851570548611,0.213914044725227,63.1324779016695,0.000571313205162919,3.71864393380714e-05,0.00216839994738743,303.439235766371,0.00052268841678711,0.0080048943718934,0.184344021761727,58.2115209124548,0.000545148792743253,3.54898311514515e-05,0.00206927384368657,5799.99575356866,0.00997646856025689,0.151127286984706,3.0387442199065,1071.83063088543,0.0104044805606334,0.000677467780415875,0.0394967633939789
"50",4.08333333333333,4.08333333333333,267287670.774071,56056711.0179635,35.0424111833205,2078.67529135931,0.0030198763099959,0.0315889591297541,1.02145849027473,315.125512597377,0.00364030765013384,0.000161060854168535,0.0113190175223741,319.569785116554,0.000469083929737856,0.00526953635516667,0.171602278179209,60.506936731591,0.000564557963411914,2.51001748681662e-05,0.00175937094127299,305.299668980207,0.000447531460532809,0.00497456669442595,0.148363979431604,55.7880071819798,0.000538592750552302,2.39493510348537e-05,0.00167856886415515,5833.89039535481,0.00854004896320384,0.093904743442914,2.45890248891196,1027.13338422502,0.0102772280648504,0.00045706191087579,0.0320320540350325
"51",4.16666666666667,4.16666666666667,267287670.774071,56056711.1985234,35.0476759090554,2104.65240098061,0.00386554577922679,0.0271535519974774,0.816793592966232,302.017167996316,0.00488981873251497,0.000179286497038859,0.0141974301089112,321.494749410563,0.000596354388495608,0.00450009523294513,0.137175732381008,57.9831846108453,0.000753348379895879,2.77351170940308e-05,0.00219164313677064,307.056423504813,0.000568839213609278,0.00424697434824115,0.118934125159397,53.4591229379823,0.000718561203476768,2.64575801540238e-05,0.00209056029265437,5865.8729058616,0.0108526881883628,0.0801460550256863,1.98031248126515,984.199724567908,0.0137086327413777,0.00050481629621044,0.0398858033474504
"52",4.25,4.25,267287670.774071,56056711.4403706,35.0547416590005,2130.03088953895,0.00514790117433893,0.0305772103195002,0.658363360010192,289.429556085769,0.00645726372537677,0.000238196207003391,0.0189849979932817,323.310480995346,0.00078900287945531,0.00502773955503669,0.110494245767201,55.5602721336592,0.00098835684834671,3.66014492546272e-05,0.0029115180977562,308.71232806982,0.000752459292381925,0.0047448828015796,0.0961238786410708,51.2238588964174,0.00094254463004613,3.49087353206425e-05,0.00277671416219425,5895.99531431843,0.0143532105891136,0.0895410745670991,1.60933771560537,943.007064922263,0.0179784180706294,0.00066593523562542,0.052966903005006
"53",4.33333333333333,4.33333333333333,267287670.774071,56056711.7411494,35.0636067790952,2154.83386283864,0.00632496699304362,0.0367438443415301,0.540264406428136,277.353917101148,0.00778093717244428,0.000302651705963318,0.0235291013001634,325.02144710994,0.000963182217261711,0.00599399506945663,0.0905495918096928,53.2361064409056,0.0011832713520339,4.62071313776897e-05,0.00358521164487351,310.271531319279,0.000918410472376726,0.00565801655078329,0.0791383004349044,49.0801559130665,0.00112822762806801,4.40623345145372e-05,0.00341861421533417,5924.33476186722,0.017515630071191,0.106797086313538,1.33489791304048,903.513877219142,0.0215163920244733,0.000840401829819724,0.0651997685864529
"54",4.41666666666667,4.41666666666667,267287670.774071,56056712.0808733,35.0737154617653,2179.08971786908,0.00705600792927237,0.042236765951052,0.454170704779531,265.775697293576,0.0084961288530513,0.000351119988575976,0.0264912498344234,326.63287414277,0.00106767129051711,0.00683749084977915,0.0759371557546768,51.007736059778,0.00128375582351928,5.3267939336596e-05,0.00401088242947759,311.738904794383,0.00101787332118653,0.00645610792344754,0.0667727560105633,47.0251718040985,0.00122383471448154,5.07868602668968e-05,0.00382386655464662,5950.98211983061,0.0194092793804888,0.121897995739544,1.13729127027485,865.664621570344,0.0233357834876244,0.000968493650182838,0.0729163860332453
